city_name,country_code,rand_lat,rand_lng,Latitude,Longitude,Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
whitehorse,ca,62.71000000007814,-130.90000000004466,60.72,-135.06,55.4,43,75,11.41
itarema,br,8.780000000050535,-38.630000000128575,-2.92,-39.92,81.36,75,0,14
dalvik,is,67.03000000008035,-18.25000000014711,65.97,-18.53,55.4,71,0,10.29
rio cuarto,ar,-33.399999999971044,-64.64000000010492,-33.13,-64.35,57.2,30,0,9.17
uyskoye,ru,54.510000000073944,59.83999999978187,54.37,60.01,48.69,59,0,8.63
timbiqui,co,3.18000000004767,-77.68000000009306,2.77,-77.67,79.11,97,88,5.17
poum,nc,-18.079999999963206,162.9399999996881,-20.23,164.02,72.36,100,12,19.37
basoko,cd,0.9700000000465394,23.809999999814636,1.23,23.61,78.3,74,0,1.92
riberalta,bo,-10.57999999995937,-66.52000000010321,-11,-66.08,78.8,65,75,4.7
athabasca,ca,57.83000000007564,-112.84000000006108,54.72,-113.29,80.1,35,0,11.99
santa rosa,ar,-37.37999999997308,-65.49000000010415,-36.62,-64.29,50.4,45,8,5.95
diamantino,br,-14.129999999961186,-56.55000000011228,-14.4,-56.44,77.76,69,8,7.18
chicama,pe,-8.619999999958367,-81.8100000000893,-7.84,-79.15,68,82,90,9.17
haradok,by,55.27000000007433,29.629999999809343,55.46,29.99,49.05,65,0,9.19
dunedin,nz,-50.389999999979736,174.16999999967788,-45.87,170.5,22.32,86,8,4.61
de land,us,29.14000000006095,-81.20000000008986,40.12,-88.65,90.32,49,40,4.7
lima,pe,-13.599999999960914,-79.36000000009153,-12.06,-77.04,67.86,62,0,2.93
bathsheba,bb,12.6200000000525,-53.28000000011525,13.22,-59.52,86,66,20,18.34
caranavi,bo,-15.75999999996202,-66.76000000010299,-15.83,-67.57,63.27,88,92,1.81
aswan,eg,22.500000000057554,28.019999999810807,24.09,32.9,93.2,13,0,6.93
comodoro rivadavia,ar,-43.759999999976344,-68.06000000010181,-45.87,-67.48,44.6,98,0,2.24
semporna,my,4.230000000048207,118.6299999997284,4.48,118.61,78.8,94,75,3.36
touros,br,0.7100000000464064,-27.880000000138352,-5.2,-35.46,80.73,82,88,13.67
north bend,us,42.320000000067694,-133.51000000004228,43.41,-124.22,61.29,55,75,6.93
klaksvik,fo,61.77000000007763,-4.420000000159689,62.23,-6.59,50,76,0,8.05
kiunga,pg,-6.409999999957236,141.4899999997076,-6.12,141.3,72.45,96,80,2.26
lethem,gy,3.000000000047578,-58.66000000011036,3.38,-59.8,84.06,74,64,10.76
vostok,ru,50.45000000007184,151.32999999969866,46.45,135.83,50.94,99,92,2.37
bow island,ca,50.170000000071695,-111.2800000000625,49.87,-111.38,84.2,26,75,9.17
fort nelson,ca,59.570000000076504,-122.830000000052,58.81,-122.69,60.8,44,90,3.36
platteville,us,43.06000000006807,-90.76000000008116,42.73,-90.48,82.42,54,75,3.36
port hardy,ca,48.86000000007104,-129.70000000004575,50.7,-127.42,55.4,76,90,10.29
kailahun,sl,8.580000000050433,-10.520000000154141,8.28,-10.57,71.28,100,92,4.61
aklavik,ca,68.340000000081,-138.70000000003756,68.22,-135.01,41.27,87,75,13.87
hofn,is,71.8400000000828,-9.800000000154796,64.25,-15.21,50,87,75,12.75
saint albans,us,38.40000000006569,-81.85000000008927,44.81,-73.08,70.48,49,1,3.36
broome,au,-15.109999999961687,123.48999999972398,-17.97,122.23,59,100,0,1.12
boden,se,66.67000000008017,21.5399999998167,65.83,21.69,48.2,45,0,6.93
alfredo chaves,br,-20.54999999996447,-40.65000000012674,-20.64,-40.75,78.8,78,0,11.41
puerto escondido,mx,7.1900000000497215,-99.36000000007334,15.86,-97.07,84.2,74,40,13.87
lewistown,us,46.94000000007006,-108.60000000006494,40.39,-90.15,88.74,48,1,6.93
ostrovnoy,ru,68.36000000008102,38.939999999800875,68.05,39.51,37.35,96,88,4.94
falam,mm,22.9800000000578,93.57999999975118,22.91,93.68,68.76,99,92,0.92
cockburn town,tc,23.98000000005831,-68.44000000010146,21.46,-71.14,80.73,97,88,17.02
kedgwick,ca,47.37000000007026,-66.78000000010297,47.65,-67.35,64.44,52,8,8.63
weymouth,gb,50.53000000007188,-2.8100000001611534,50.61,-2.45,61.39,82,75,3.36
vernon,fr,49.06000000007114,1.4999999998349267,49.09,1.49,67.71,68,40,3.6
kigoma,tz,-4.829999999956428,28.49999999981037,-4.88,29.64,69.8,83,20,5.28
lapeer,us,43.04000000006806,-83.26000000008798,43.05,-83.32,80.6,34,1,5.82
nome,us,65.77000000007968,-161.9800000000164,30.04,-94.42,91.38,49,40,3.36
somerset,us,36.98000000006496,-84.75000000008663,41.77,-71.13,66.2,52,75,9.17
oksfjord,no,72.41000000008307,21.7599999998165,70.24,22.35,37.96,86,75,19.46
omboue,ga,-1.9699999999549647,8.419999999828633,-1.57,9.26,77.31,100,0,11.54
waipawa,nz,-46.029999999977505,179.23999999967327,-39.94,176.59,48.15,94,92,12.77
perivolion,gr,38.8200000000659,19.609999999818456,39.42,20.01,77,78,20,2.24
tuatapere,nz,-49.099999999979076,160.43999999969037,-46.13,167.69,36.36,100,8,5.84
poya,nc,-26.56999999996755,161.08999999968978,-21.35,165.16,70.74,100,88,22.95
port lincoln,au,-38.249999999973525,133.06999999971526,-34.72,135.86,59.31,99,88,8.97
kaspiyskiy,ru,45.36000000006925,47.64999999979295,45.39,47.37,68.13,68,76,11.54
san policarpo,ph,16.47000000005447,132.0499999997162,12.18,125.51,79.83,100,48,18.48
port augusta,au,-29.139999999968865,138.6399999997102,-32.49,137.76,53.6,93,90,5.82
kaitangata,nz,-72.11999999999085,175.62999999967656,-46.28,169.85,32.67,68,0,4.16
laurel,us,45.74000000006944,-109.47000000006415,31.69,-89.13,90.61,38,1,3.94
baie-comeau,ca,49.7600000000715,-67.72000000010212,49.22,-68.15,58.73,71,75,12.75
san patricio,mx,10.090000000051205,-108.8600000000647,19.22,-104.7,89.6,70,75,9.17
rafai,cf,4.9500000000485755,24.269999999814218,4.95,23.92,72,87,68,4.27
wolnzach,de,48.560000000070886,11.58999999982575,48.61,11.62,64.45,100,75,3.36
korla,cn,36.57000000006475,86.13999999975795,41.76,86.15,52.2,82,0,3.15
ponta do sol,cv,24.3500000000585,-24.21000000014169,17.2,-25.09,73.26,96,32,13.67
saba,hn,15.350000000053896,-86.2100000000853,15.52,-86.23,79.11,87,64,2.15
mbandaka,cd,0.23000000004616084,18.75999999981923,0.05,18.26,76.5,75,0,2.37
yoichi,jp,44.50000000006881,140.11999999970885,43.19,140.77,58.32,95,100,5.39
hithadhoo,mv,-16.73999999996252,81.43999999976222,-0.6,73.08,82.98,100,8,11.77
havre-saint-pierre,ca,50.29000000007176,-64.68000000010488,50.23,-63.6,53.6,54,75,12.75
vysokogornyy,ru,49.360000000071295,138.90999999970995,50.1,139.13,36.9,78,64,4.5
tettnang,de,47.720000000070456,9.629999999827533,47.67,9.59,67.1,82,68,2.24
tarko-sale,ru,65.30000000007945,77.289999999766,64.92,77.78,65.7,57,0,17.47
ebolowa,cm,3.1500000000476547,11.289999999826023,2.92,11.15,69.39,100,76,1.03
shangrao,cn,27.900000000060317,118.36999999972863,28.45,117.97,69.48,96,92,2.26
kahului,us,34.10000000006349,-144.99000000003184,20.89,-156.47,77.54,74,40,20.8
kalabo,zm,-16.099999999962193,21.32999999981689,-15,22.67,54.45,52,0,9.98
alofi,nu,-20.149999999964265,-171.3100000000079,-19.06,-169.92,80.6,83,40,6.93
oussouye,sn,11.280000000051814,-19.420000000146047,12.49,-16.54,81.25,78,40,11.41
sisimiut,gl,65.94000000007978,-57.04000000011183,66.94,-53.67,34.65,100,92,2.71
walvis bay,na,-26.249999999967386,5.549999999831243,-22.95,14.51,68,87,0,9.17
chernyshevskiy,ru,64.34000000007896,111.56999999973482,63.01,112.47,57.24,60,0,5.95
khorramshahr,ir,30.460000000061626,47.72999999979288,30.43,48.18,102.02,20,0,6.93
krasnoshchekovo,ru,51.24000000007226,82.93999999976086,51.67,82.73,56.07,71,0,3.15
baykit,ru,63.990000000078794,94.33999999975049,61.68,96.39,52.83,87,56,2.71
yerbogachen,ru,60.670000000077096,109.6099999997366,61.28,108.01,61.29,87,56,3.04
sinjar,iq,35.81000000006436,40.919999999799074,36.32,41.88,72.9,43,0,3.38
pangai,to,-19.29999999996383,-174.34000000000515,-19.8,-174.35,80.6,88,40,5.82
pangnirtung,ca,65.06000000007933,-64.550000000105,66.15,-65.72,33.8,80,75,9.17
antalaha,mg,-14.379999999961314,55.059999999786214,-14.9,50.28,72.36,94,64,1.81
kindia,gn,10.030000000051174,-12.890000000151986,10.05,-12.86,70.65,99,92,2.82
kashi,cn,38.66000000006582,75.57999999976755,39.45,75.98,73.4,31,36,11.18
atikokan,ca,47.790000000070506,-91.6000000000804,48.76,-91.62,73.08,49,12,3.83
guiratinga,br,-16.669999999962485,-54.13000000011448,-16.35,-53.76,80.73,51,8,9.19
pratapgarh,in,24.050000000058347,74.6399999997684,25.92,82,83.52,74,32,5.5
hualmay,pe,-11.299999999959738,-78.45000000009236,-11.1,-77.61,68.31,72,20,4.72
dumai,id,1.89000000004701,100.84999999974457,1.68,101.45,78.48,96,24,2.82
cuamba,mz,-13.299999999960761,36.97999999980266,-14.8,36.54,53.46,94,0,4.94
padang,id,-0.39999999995416147,99.51999999974578,-0.92,100.36,76.5,100,92,3.94
harper,lr,0.3200000000462069,-8.230000000156224,4.38,-7.71,75.51,100,68,0.69
dongsheng,cn,38.990000000066004,110.3799999997359,29.72,112.52,74.61,94,80,2.93
muros,es,45.100000000069116,-13.320000000151595,42.77,-9.06,55.4,93,40,5.82
ahipara,nz,-33.78999999997124,171.55999999968026,-35.17,173.16,57.15,90,0,18.25
tahoua,ne,14.740000000053584,5.0999999998316525,14.89,5.26,81.9,71,0,2.71
sazonovo,ru,59.18000000007632,35.10999999980436,54.2,39.81,46.08,67,0,8.75
hammerfest,no,71.0800000000824,23.569999999814854,70.66,23.68,38.44,86,75,12.75
moyale,et,4.410000000048299,39.919999999799984,3.52,39.05,60.12,92,0,0.69
swindon,gb,51.44000000007236,-1.89000000016199,51.56,-1.79,61.61,82,90,4.7
razdolinsk,ru,58.55000000007601,94.23999999975058,58.42,94.62,47.43,87,0,2.93
coquimbo,cl,-28.83999999996871,-72.22000000009803,-29.95,-71.34,53.6,87,0,12.75
san juan,us,23.500000000058066,-66.16000000010354,26.19,-98.16,97.14,33,1,10.29
naron,es,44.30000000006871,-7.940000000156488,43.52,-8.15,57.2,87,90,1.12
uvira,cd,-3.7499999999558753,28.26999999981058,-3.41,29.14,58.59,100,0,3.15
kungurtug,ru,47.32000000007025,97.21999999974787,50.6,97.53,37.44,72,8,3.27
bhadrachalam,in,17.9000000000552,80.85999999976275,17.67,80.89,79.65,82,68,12.77
sharjah,ae,24.60000000005863,56.839999999784595,25.36,55.39,95.45,32,0,4.7
college,us,72.58000000008317,-147.04000000002998,64.86,-147.8,60.71,51,40,10.29
iquique,cl,-20.929999999964664,-70.21000000009985,-20.22,-70.14,60.8,72,75,10.29
kavieng,pg,-1.8599999999549084,150.19999999969968,-2.57,150.8,84.15,100,64,4.61
mayo,ca,63.87000000007873,-138.49000000003775,63.59,-135.9,59,51,75,4.7
karpogory,ru,63.950000000078774,44.6299999997957,64,44.44,40.59,73,88,2.59
victor harbor,au,-38.93999999997388,137.0999999997116,-35.55,138.62,55.4,87,75,10.29
muncar,id,-9.989999999959068,113.97999999973263,-8.43,114.34,77.22,98,92,5.06
brynmawr,gb,51.940000000072615,-3.260000000160744,51.8,-3.17,58.41,93,92,9.17
nortelandia,br,-13.389999999960807,-57.66000000011127,-14.45,-56.8,75.42,78,76,7.29
morros,br,-8.869999999958495,-46.76000000012118,-2.87,-44.04,84.2,74,40,13.87
kanye,bw,-24.999999999966747,24.759999999813772,-24.98,25.34,40.23,66,0,4.72
kantemirovka,ru,49.72000000007148,40.05999999979986,49.7,39.85,53.1,69,24,3.94
margate,za,-34.95999999997184,35.729999999803795,-30.86,30.37,64.44,78,0,7.52
cap malheureux,mu,-15.639999999961958,59.149999999782494,-19.98,57.61,75.2,83,75,2.24
xichang,cn,29.280000000061023,99.87999999974545,27.88,102.25,59.76,79,100,1.59
seminole,us,26.8900000000598,-85.35000000008608,32.72,-102.64,96.8,16,1,6.93
linxia,cn,34.3200000000636,103.52999999974213,35.6,103.21,38.43,95,80,2.82
chake chake,tz,-6.059999999957057,42.99999999979718,-5.25,39.77,79.02,99,0,20.04
gharghoda,in,22.30000000005745,83.24999999976058,22.18,83.36,74.52,96,68,2.15
beringovskiy,ru,56.92000000007516,179.3199999996732,63.05,179.32,35.73,99,56,6.06
vestmanna,fo,67.66000000008066,-9.660000000154923,62.16,-7.17,48.2,81,0,3.36
santa teresa,br,-19.80999999996409,-40.520000000126856,-19.94,-40.6,78.8,78,0,11.41
nemuro,jp,40.640000000066834,149.2899999997005,43.32,145.57,54.9,91,80,5.95
sur,om,14.540000000053482,63.52999999977851,22.57,59.53,90.09,78,32,6.51
prince rupert,ca,53.02000000007317,-129.9800000000455,54.32,-130.32,55.4,76,90,6.93
vila franca do campo,pt,31.62000000006222,-25.910000000140144,37.72,-25.43,64.4,63,40,9.17
manokwari,id,-1.4399999999546935,133.92999999971448,-0.87,134.08,82.62,97,92,12.77
changchun,cn,43.77000000006842,125.07999999972253,43.88,125.32,62.6,72,40,4.47
stokmarknes,no,70.49000000008209,13.839999999823704,68.56,14.91,42.8,70,75,8.05
mabaruma,gy,7.7100000000499875,-59.47000000010962,8.2,-59.78,80.46,85,92,8.97
liverpool,ca,40.960000000067,-63.07000000010635,44.04,-64.71,52.83,82,0,11.65
ponta delgada,pt,31.450000000062133,-26.690000000139435,37.73,-25.67,64.4,63,40,9.17
morro bay,us,33.91000000006339,-123.41000000005147,35.37,-120.85,70.86,46,1,14.99
ganzhou,cn,26.140000000059416,115.18999999973153,25.86,114.93,71.55,99,92,2.48
fillan,no,63.51000000007855,9.04999999982806,63.6,8.98,48.2,93,75,5.82
lahr,de,48.290000000070734,7.889999999829115,48.34,7.87,68,82,20,3.36
faaborg,dk,54.97000000007415,10.279999999826941,55.1,10.24,60.78,67,0,1.12
taft,ir,31.52000000006217,53.03999999978805,31.75,54.22,87.8,9,0,11.41
neftcala,az,38.930000000065945,50.329999999790516,39.37,49.25,71.01,77,0,12.66
skelleftea,se,64.26000000007892,21.039999999817155,64.75,20.95,48.2,66,0,6.62
progreso,mx,23.230000000057927,-90.8300000000811,20.25,-99.19,81.36,31,0,8.19
abu dhabi,ae,23.630000000058132,52.80999999978826,24.47,54.37,95.94,50,0,2.24
tateyama,jp,28.390000000060567,142.09999999970705,36.66,137.31,61.65,87,24,2.37
minsk,by,53.740000000073536,27.95999999981086,53.9,27.56,48.2,70,0,4.47
pimenta bueno,br,-12.599999999960403,-61.070000000108166,-11.68,-61.19,79.65,75,0,2.71
berlevag,no,74.12000000008396,29.539999999809424,70.86,29.09,39.78,80,75,20.8
scarborough,tt,10.810000000051573,-58.78000000011025,11.18,-60.73,86,62,20,16.11
khandyga,ru,65.14000000007937,137.80999999971095,62.65,135.58,59.22,51,36,2.93
navoloki,ru,57.65000000007552,41.83999999979824,57.47,41.96,51.12,57,80,12.77
praia da vitoria,pt,45.70000000006942,-24.810000000141144,38.73,-27.07,64.4,77,40,14.79
narsaq,gl,74.8100000000843,-65.2100000001044,60.91,-46.05,42.8,81,75,3.36
abha,sa,19.260000000055896,40.87999999979911,18.22,42.5,76.14,41,0,16.11
jevargi,in,17.06000000005477,76.75999999976648,17.02,76.77,71.37,98,92,7.18
dudinka,ru,71.32000000008253,85.50999999975852,69.41,86.18,41.13,78,44,24.63
ugoofaaru,mv,5.050000000048627,67.30999999977507,5.67,73,84.33,96,88,19.82
siemiatycze,pl,52.26000000007278,22.64999999981569,52.43,22.86,56.61,55,0,6.62
yuryuzan,ru,54.580000000073966,58.389999999783186,54.87,58.43,46.98,55,80,5.61
bartica,gy,7.000000000049624,-59.24000000010983,6.41,-58.62,84.2,74,40,11.41
pyapon,mm,14.530000000053477,96.0799999997489,16.29,95.68,78.12,100,92,12.77
turukhansk,ru,63.850000000078694,88.67999999975564,65.8,87.96,53.82,65,0,15.46
mehamn,no,79.4600000000867,28.789999999810107,71.03,27.85,41,75,75,17.22
kitami,jp,43.340000000068216,143.95999999970536,43.8,143.9,54.9,97,92,4.27
cetraro,it,39.61000000006629,15.989999999821748,39.52,15.94,63.54,90,8,2.93
chimbote,pe,-11.399999999959789,-83.72000000008757,-9.08,-78.59,66.96,87,0,7.07
emerald,au,-25.2999999999669,145.3399999997041,-23.53,148.16,53.19,94,24,9.19
banda aceh,id,3.0500000000476035,89.75999999975465,5.56,95.32,77.04,95,20,4.83
apac,ug,1.880000000047005,32.299999999806914,1.98,32.53,68.04,98,68,6.73
kota belud,my,6.350000000049292,116.47999999973035,6.35,116.43,78.8,78,75,3.36
chifeng,cn,44.47000000006881,118.68999999972834,42.27,118.96,51.21,77,0,3.49
lodja,cd,-2.0299999999549954,22.29999999981601,-3.52,23.6,71.82,58,0,3.71
grindavik,is,53.22000000007327,-31.310000000135233,63.84,-22.43,49.15,100,75,11.41
tezu,in,31.5800000000622,96.9599999997481,27.93,96.16,69.93,83,88,1.14
ust-kan,ru,50.940000000072104,85.13999999975886,50.93,84.77,42.21,89,20,1.81
sao joao da barra,br,-32.79999999997074,-25.950000000140108,-21.64,-41.05,75.2,78,0,13.87
careiro da varzea,br,-2.959999999955471,-59.81000000010931,-3.2,-59.81,80.6,83,40,4.7
olean,us,41.79000000006744,-77.95000000009281,42.08,-78.43,70.7,37,40,4.7
guarapuava,br,-25.079999999966788,-51.570000000116806,-25.4,-51.46,53.82,85,0,5.95
dubbo,au,-30.079999999969345,146.2299999997033,-32.25,148.6,48.2,87,76,6.93
kassala,sd,15.480000000053963,35.959999999803586,15.45,36.38,75.15,33,0,2.59
marovoay,mg,-15.719999999961999,47.38999999979319,-16.11,46.64,75.2,73,0,6.93
nagai,jp,38.120000000065545,140.10999999970886,38.14,139.98,63.63,75,44,1.36
kitimat,ca,53.11000000007323,-128.51000000004683,54.02,-128.69,51.8,81,90,4.7
oriximina,br,-0.24999999995408473,-56.46000000011236,-1.77,-55.87,81.27,86,56,2.71
erzincan,tr,39.50000000006625,38.86999999980094,39.75,39.49,60.8,77,40,4.7
kharan,pk,27.75000000006024,65.20999999977698,28.58,65.42,70.56,21,0,3.49
manavalakurichi,in,6.020000000049123,76.52999999976669,8.13,77.3,78.8,83,75,5.5
pathanamthitta,in,9.26000000005078,77.00999999976625,9.27,76.79,72.63,98,92,4.38
jutai,br,-5.41999999995673,-68.60000000010132,-1.71,-47.89,80.82,83,56,4.94
buchanan,lr,1.6600000000468924,-11.440000000153304,5.88,-10.05,75.15,100,92,5.95
semey,kz,50.5400000000719,78.98999999976445,50.41,80.25,63,62,68,2.48
vestmannaeyjar,is,56.69000000007503,-21.1200000001445,63.44,-20.27,49.23,89,8,7.29
mahina,pf,-13.409999999960817,-148.3200000000288,-17.51,-149.49,84.2,70,20,3.36
ladovskaya balka,ru,45.65000000006938,41.479999999798565,45.63,41.4,68.4,52,64,9.98
gaya,ne,11.200000000051773,4.18999999983248,11.88,3.46,83.43,66,32,4.61
tekirdag,tr,40.640000000066834,27.60999999981118,40.98,27.51,68,88,0,12.75
erenhot,cn,42.35000000006772,111.06999999973527,43.65,111.97,47.25,83,0,2.93
meadow lake,ca,55.90000000007464,-107.91000000006557,54.13,-108.44,75.2,31,20,9.17
kupang,id,-13.299999999960761,121.9299999997254,-10.16,123.6,73.26,100,0,7.63
alyangula,au,-13.70999999996097,136.37999999971225,-13.85,136.42,74.25,100,12,11.65
port-gentil,ga,-4.569999999956295,2.5699999998339536,-0.72,8.78,78.8,88,20,11.41
jining,cn,41.99000000006754,112.74999999973375,35.41,116.58,69.12,80,0,2.82
uray,ru,60.06000000007677,65.23999999977696,60.13,64.8,45.81,93,48,10.76
ashcroft,ca,50.46000000007186,-121.52000000005319,50.72,-121.28,77.9,22,90,9.17
salekhard,ru,66.09000000007984,66.90999999977544,66.54,66.62,34.92,76,92,6.96
marawi,sd,19.95000000005625,31.409999999807724,18.48,31.82,81.99,24,0,9.64
fougamou,ga,-1.4299999999546884,10.019999999827178,-1.22,10.59,74.07,96,68,1.81
lufilufi,ws,-2.7999999999553893,-165.54000000001315,-13.87,-171.6,83.7,100,88,13.56
lagoa,pt,46.070000000069626,-31.95000000013465,37.14,-8.45,62.6,88,0,9.17
tigil,ru,59.1700000000763,158.4199999996922,57.8,158.67,46.26,80,32,4.94
jalu,ly,26.1100000000594,22.8599999998155,29.03,21.55,84.96,21,0,10.09
lesozavodsk,ru,45.28000000006921,133.1399999997152,45.47,133.42,52.92,85,56,10.76
burgeo,ca,46.49000000006981,-58.180000000110795,47.61,-57.61,45.18,88,0,12.21
uige,ao,-6.4399999999572515,15.45999999982223,-7.61,15.06,62.01,53,0,4.38
maningrida,au,-9.899999999959022,133.15999999971518,-12.05,134.23,72.36,85,0,12.66
port shepstone,za,-35.179999999971955,37.269999999802394,-30.74,30.45,64.44,78,0,7.52
lokosovo,ru,60.23000000007687,74.57999999976846,61.13,74.84,68.58,36,0,11.65
hayvoron,ua,48.380000000070794,29.959999999809042,48.34,29.87,59.58,53,68,8.3
enterprise,us,31.360000000062087,-86.27000000008525,45.43,-117.28,75.2,36,1,16.11
phuket,th,7.510000000049885,98.64999999974657,7.89,98.4,77.54,83,75,1.12
yemelyanovo,ru,56.63000000007503,92.60999999975206,56.17,92.69,46.4,87,0,4.47
constitucion,mx,22.230000000057416,-116.51000000005774,23.99,-104.67,87.8,10,40,9.17
deoria,in,26.610000000059657,84.01999999975988,26.5,83.79,86.31,73,12,11.54
trelleborg,se,55.290000000074315,12.839999999824613,55.38,13.15,58.95,54,0,6.93
almaznyy,ru,64.67000000007914,115.34999999973138,48.03,40.04,52.83,57,0,6.73
shenjiamen,cn,28.350000000060547,124.94999999972265,29.96,122.3,70.92,98,88,6.96
tautira,pf,-17.02999999996267,-143.5100000000332,-17.73,-149.15,84.2,70,20,3.36
dingle,ie,50.60000000007193,-14.360000000150649,52.14,-10.27,63.72,83,64,6.17
meulaboh,id,2.0200000000470766,94.5499999997503,4.14,96.13,77.85,100,36,1.7
lompoc,us,23.06000000005784,-130.90000000004466,34.64,-120.46,67.05,59,1,17.22
yuzha,ru,56.59000000007501,42.08999999979801,56.58,42.01,48.96,58,12,11.77
kudahuvadhoo,mv,2.7200000000474347,66.80999999977553,2.67,72.89,83.16,100,92,15.01
sumenep,id,-6.619999999957344,113.59999999973297,-7.02,113.87,81.18,100,76,11.21
aripuana,br,-8.8799999999585,-58.21000000011077,-9.17,-60.63,83.16,77,20,2.37
brae,gb,64.28000000007893,0.4599999998358726,60.4,-1.35,50,76,92,11.41
marsaxlokk,mt,34.22000000006355,14.959999999822685,35.84,14.54,73.4,88,0,10.29
palmer,us,59.830000000076666,-145.2500000000316,61.6,-149.11,60.8,48,20,5.82
san rafael,ar,-35.86999999997231,-69.38000000010061,-34.61,-68.33,50.76,37,0,7.29
lardos,gr,34.94000000006392,28.649999999810234,36.09,28.02,78.8,47,0,5.82
belmonte,br,-17.98999999996316,-27.940000000138298,-26.84,-53.58,52.38,76,0,6.73
setermoen,no,68.13000000008088,18.929999999819074,68.86,18.35,35.6,93,75,11.41
santa marta,co,13.800000000053103,-74.80000000009568,11.24,-74.21,98.6,44,40,11.41
mao,td,13.680000000053042,15.619999999822085,14.12,15.31,83.79,17,0,8.86
coihaique,cl,-43.65999999997629,-71.68000000009852,-45.58,-72.07,34.5,99,90,3.36
